Name,Description,Add,Region,Town,Tel,Px,Py,ParkingSpace,Type,Zone
清芳民宿,清芳民宿位於瑞芳市區內，逛街、覓食都十分方便且距離火車站，客運站約五分鐘的步程!!!民宿雖然沒有漂亮的風景但我們有乾淨、舒適、溫馨的客房是您旅遊住宿、全家出遊的好選擇!!,新北市瑞芳區民生街30巷14號,新北市,瑞芳區,886-2-24972075,121.80587299999999,25.107777,,民宿,E
簡愛旅棧,位於新北市的旅館,"新北市土城區中央路2段282號,4至7樓,282之1號1至3樓",新北市,土城區,886-2-82629898,121.440648,24.974032,0.0,飯店/旅店,W
虹都商旅,位於新北市的旅館,新北市三重區龍門路1號10至12樓及10樓之1至12樓之1,新北市,三重區,886-2-29870660,121.494895,25.070982,0.0,飯店/旅店,W
悅榕汽車旅館,位於新北市的旅館,新北市板橋區縣民大道1段146號2至3樓(1樓門廳),新北市,板橋區,886-2-89516333,121.45783600000001,25.00625,0.0,汽車旅館,W
月圓汽車旅館,位於新北市的旅館,新北市樹林區八德街208巷12號,新北市,樹林區,886-2-86862828,121.417222,24.973439000000003,0.0,汽車旅館,W
印象旅社,位於新北市的旅館,新北市樹林區鎮前街3之3號4樓,新北市,樹林區,886-2-26834727,121.426446,24.993297000000002,0.0,旅社,W
三峽阿桂的家民宿,在這裡「山」離您很近，在這裡「雲海」就在眼前，在這裡「蝴蝶」自在飛舞，在這裡「大自然」就在您身旁。三峽阿桂的家民宿-距三峽老街僅半個小時車程地方，竟然可以享受到群山環抱的大自然美景—來過的人都會有這樣的驚嘆！這也是十多年前、阿桂到處尋覓退休生活地點，最後找到這片土地的原因，十多年前送我們櫻花樹的朋友們都高官晉爵了，所以我們也非常相信這裡的磁場一定很好，也希望住客們來到阿桂的家可以完全放鬆身心，讓身心回到大自然母親的懷抱，讓這裡的自然景觀滋養您的心靈，因為眼前即是層層疊疊的綠色山景，恰到好處的高度讓視野極為寬廣，由於面向西、到了傍晚可以觀賞紅紅的太陽，觀賞千變萬化的日落更是一級棒，夜晚在無光害欣賞美麗的星空更加體會臺灣的星空真是明亮，在這裡會讓您的心情隨之開闊。三峽阿桂的家距離大板根10分鐘三峽阿桂的家距離五寮尖15分鐘三峽阿桂的家距離滿月園30分鐘三峽阿桂的家距離三峽老街、鶯歌老街30分鐘三峽阿桂的家距離兩蔣文化園區40分鐘,新北市三峽區金圳里9鄰金敏路52之1號,新北市,三峽區,886-921-157971,121.384997,24.87194,,民宿,S
龍海大飯店,位於新北市的旅館,新北市樹林區博愛街6號5樓,新北市,樹林區,886-2-26813333,121.427613,24.993063,,飯店/旅店,W
藍色水岸淡水海景旅店,位於新北市的旅館,"新北市淡水區文化路63號10樓之1至之3,之16至之19,11樓之1",新北市,淡水區,886-2-86316188,121.438499,25.172844,,飯店/旅店,N
日暉商務旅館,位於新北市的旅館,新北市中和區景平路381號,新北市,中和區,886-2-22479997,121.503541,24.993385999999997,0.0,飯店/旅店,W
柳園民宿,位於新北市的民宿,新北市瑞芳區基山街237號,新北市,瑞芳區,886-2-24975195,121.84172099999999,25.106932,,民宿,E
府中棧精品商旅,府中棧精品商旅，打造一個全新的商旅天堂，全飯店經專業設計師規劃，以典雅舒適的空間設計，沒有誇飾的裝潢，沒有炫麗的柱廊，但一股散發自內在優雅蘊斂的氣質，及溫馨閒適的住房環境，在這裡，客人會感受到自己所受到的尊重，進入大廳門房親切稱呼姓名，接待人員引領舒適地辦理住房登記，我們都悉心準備好；這就是府中棧精品商旅，熱情帶給世界各地的旅客，秉持著『體貼入心，更甚於家』的服務理念，以「心」的方式來服務客人，將每位客人當成自己的家人，期待在工作或休閒之餘，可以感受到回家般的溫暖與舒適，帶給每一位賓客最細緻溫馨的服務及甜蜜美好的回憶。　　府中棧精品商旅位在新北市新都的商業中心～板橋，接臨新莊、中永和、土樹三鶯等工商重鎮，距台北市更只有一橋之隔，緊臨北二高交流道及捷運府中棧、板橋火車站，擁有三鐵共站的便利（鐵路、高鐵、捷運）；遠百商圈、服飾美妝、電子3C、量販賣場及南雅夜市皆近在咫尺，滿足住客日常生活所需。　　為了讓大台北地區旅客不需到台北市才能享受優質商務服務，誠摯地邀請您前來親身體驗，不論是商務出差、渡假休閒、全家出遊等，府中棧精品商旅都能滿足您的需求！,新北市板橋區府中路9號及9號2至7樓,新北市,板橋區,886-2-89698989,121.459856,25.009501999999998,,飯店/旅店,W
綠映旅舍,,新北市三重區正義北路68號12樓,新北市,三重區,886-2-29850719,121.49716599999999,25.064256,,旅社,W
仲信商務會館,位於新北市的旅館,新北市新店區中興路3段219之2號1至10樓,新北市,新店區,886-2-29106600,121.543171,24.982634,118.0,飯店/旅店,S
和風小築民宿,位於新北市的民宿,新北市瑞芳區基山街31巷28號,新北市,瑞芳區,886-2-24960756,121.845577,25.109676,0.0,民宿,E
馥華大觀商旅,將藝術時尚化身為居住空間的一份子，大量留白的空間，造就出空間本質上的開闊大器，讓俐落的空間線條成為美學的座標，這是馥華大觀商旅所營造的空間魅力。馥華大觀以簡單化、理性化功能的設計理念出發，化繁為簡之設計，呈現出空間優雅秀緻的面貌，強調優質的旅居機能，打造出最清爽舒適的居住空間，純粹的俐落美學，讓來訪的每一位旅客享有最輕鬆自在的旅程。,新北市新莊區大觀街60號,新北市,新莊區,886-2-89911278,121.453804,25.036103,0.0,飯店/旅店,W
九份風之谷民宿,位於新北市的民宿,新北市瑞芳區石崁巷23號,新北市,瑞芳區,886-937-847973,121.83888400000001,25.109298000000003,,民宿,E
和昇淡水漁人碼頭河清飯店,位於新北市的旅館,新北市淡水區中正路1段156巷8號,新北市,淡水區,886-2-28059168,121.421365,25.180323,0.0,飯店/旅店,N
甜蜜蜜旅館,位於新北市的旅館,新北市板橋區南雅南路2段28號,新北市,板橋區,886-2-29586321,121.454328,25.003215,,飯店/旅店,W
麗京棧酒店,麗京棧酒店 Hotel Intrendy 位在桃園機場捷運-A6 泰山貴和站旁 和 台北捷運中和新蘆線-O20丹鳳站，在您抵達台灣時便替您洗盡塵囂，並為您接下來的旅程暖好期待的心情!麗京棧酒店的品牌標誌設計，以象徵鳳凰的孔雀為主要設計元素。標誌設計以開屏中的孔雀結合中國傳統的大門裝飾 (又稱為輔首銜環) ，客人來訪時，可以用門環輕擊輔首，主人便會開門迎客。視覺整體不但有祥瑞象徵，同時也傳遞出麗京棧團隊充滿高度熱忱的服務精神。 品牌命名 Intrendy，是 In 與 trendy 二字的組合，我們希望，每一位旅客來到麗京棧酒店，都置身如同頂級飯店，不僅體驗精緻完善硬體設施，也能感受專業優質的貼心服務。優惠住宿、餐飲專案參考最新消息：http://www.hotel-intrendy.com/news.php,新北市泰山區新北大道7段36號,新北市,泰山區,886-2-29010909,121.41913999999998,25.032065,88.0,飯店/旅店,W
上品閣精品旅館,,新北市三重區新北市三重區三和路3段115號,新北市,三重區,886-2-29810111,121.493181,25.073198,,飯店/旅店,W
La Casa 嘴嘴的家民宿,位於新北市的民宿,新北市三芝區茂長里觀海街3號,新北市,三芝區,886-931-131383,121.509001,25.258679,,民宿,N
淡築憩水,！『本館品質有保障』！雖然我們不在顯眼的路旁，沒有專屬門口獨立的停車場，但在住宿的品質方面我們給您保障，本館座落於鬧中取靜的英專夜市旁，步行30秒內及可到達，離淡水有名的老街只需步行短短五分鐘的呢！離知名的淡江大學也僅僅步行六~七分鐘唷!!,新北市淡水區幸福里仁愛街1巷22號1至3樓,新北市,淡水區,886-975-377155,121.44601999999999,25.171654999999998,,民宿,N
天水民宿,"在雞籠山旁面著陰陽海的九份    到了冬天總是 霧雨交加  把整個山城  壟罩在ㄧ片煙嵐中  雨一下   山風一吹   像是帷幕般一層層的雨霧或是斜斜地兜下   從近在咫尺的雞籠山脊  一路下行   掩沒了遠處逐漸隱去的海灣  一種蒼茫的海天一色 我們可提供舒適的房間，配有獨立空調、通訊設備、免費的WiFi無線網路。從家族團圓,閨蜜聚會,好友相約到二人世界都能找到不一樣的住宿體驗喔!!九份濂洞天水民宿歡迎您",新北市瑞芳區洞頂路253號,新北市,瑞芳區,886-2-24962839,121.86027,25.122510000000002,,民宿,E
新都大旅社,位於新北市的旅館,新北市板橋區南雅南路1段103號,新北市,板橋區,886-2-29689193,121.45551,25.005058,,旅社,W
宮賓大旅社,位於新北市的旅館,新北市板橋區南雅南路1段1巷25號2至4樓,新北市,板橋區,886-2-29660889,121.45736299999999,25.006801,,旅社,W
挪威森林頂級汽車旅館,挪威森林汽車旅館是位於板橋和平路之頂級Villa Motel，耗資近五億，全館從外到內建築景觀有現代世外桃源之美，室內依各國風情特色為設計出發點集結傳統特色及現代元素加以改變成為後現代主義的時尚精品汽車旅館全館主題有(日式現代、LOUNGE風格、地中海、歐洲現代、南洋風、極簡風、巴里島風格、禪風、中國現代風格、阿拉伯風格)結合裝修設計、景觀、傢俱、擺飾、空間，營造出整體空間氣氛，業者更遠從東南亞採購大量的高級進口傢俱及裝飾來襯托出整體空間之豪華精緻，從空間的設計到景觀配置、傢俱的選用、裝飾擺飾的佈置，皆發揮的恰到好處。每一間房依其設計風格特色及動線設備加以規劃，加上現代人生活的壓力過大，情侶夫妻過於規律的生活以及商務洽公的需求，人與人之間的互動較少因此全館配有全新裝潢、高級紓壓按摩椅、多功能情趣椅、情趣搖床、恆溫SPA游泳池、森林景觀、蒸氣淋浴花灑、6度C水池、奈米養生牛奶浴池、浴室專屬個人液晶電視、超大42吋液晶電視、百萬級KTV視聽環繞音響、DVD影音光碟機、VOD隨選視訊系統、超夯Wii遊戲機、多種情境燈光群組，所有設計及設備之豐富，超乎難以想像。在超大空間多種不同特色風格之套房，浴室的多種變化及高級，提供消費者一個豪華、舒適、幽靜、安全、衛生的空間及環境，提供您住宿休憩、商務洽公的休閒品味。本館備有豪華餐廳境提供豐盛精緻中西式精緻早餐，享受全套設備的休閒住宿之後，在這華麗的用餐環境用餐，讓消費者有備受尊崇的感受，挪威森林頂級Ｖillａ Ｍotel汽車旅館用心，頂級設備，平價享受，是大台北地區最能讓您值回票價的頂級汽車旅館，將以最完善的服務品質，期待您的蒞臨。,新北市板橋區和平路14巷3號,新北市,板橋區,886-2-89513311,121.460704,24.993067,,汽車旅館,W
海灣假日酒店,訂房專線：02-26628000傳真電話：02-26627428旅館網址http://www.holidayinntpe.com.tw/台北深坑假日飯店座落於景色優美、氣候怡人的深坑，提供全方位國際水準的優質服務，美食、休閒、商務需求一應俱全。飯店交通便利，緊鄰高速公路交流道與辛亥、信義快速聯絡道入口，只需9分鐘車程即可抵達引領台北趨勢及時尚核心的信義區，包括 台北世貿中心和台北101大樓；約15分鐘即可進入南港展覽館、內湖與新店等工商業區。台北深坑假日飯店完善的設備，可為往來商務 及渡假的旅客們提供一個放鬆、貼心、舒適的住宿環境。,新北市深坑區北深路3段265號,新北市,深坑區,886-2-26628000,121.59905,25.004494,62.0,飯店/旅店,E
富悅渡假休閒旅館,位於北台灣淡水沙崙區內，附近的淡水漁人碼頭，最富浪漫氛圍的風景點，我們的設計籌備團隊在此耗時兩年，精心堆砌了結合生活悠閒與人性創意的極致空間，絕對令尊貴的您充分體驗無微不至的浪漫溫馨，與滿溢的靜謐幸福，彷彿瞬間進入不同時空般，絕對令人動容，挑空的格局是無拘無束的休憩境地，奢華其實不必低調，雍容自然可以華貴，處處充滿了驚喜。本館多達30款特殊風格，設計感強烈且多樣，完全能滿足追求都會時尚的現代消費群，搭配採自然不拘素的開放空間浴室，專業充分的SPA設施(獨立蒸氣室、SPA室、維琪浴室等)令您重新體驗，享受SPA新美學，溫暖您愛戀的心。富悅有超越五星級飯店的配備，高度私密又流暢的汽車動線，並用心設計了符合現代健康概念的營養早餐，等您來體驗！我們的服務團隊已為您做好準備，不僅只有用心更具備了為您打算的貼心，和實實在在的真心，要挑動您的視覺，要激發您人性律動，更要在北台灣最浪漫的約會勝地把這股氛圍加重、加濃，除了饒富汽車旅館的趣味，更讓您體驗悠閒的渡假樂趣，[ 選擇富悅，富足喜悅 ]。,新北市淡水區淡海路171號,新北市,淡水區,886-2-28051010,121.42033899999998,25.183911,,飯店/旅店,N
土城飯店,位於新北市的旅館,"新北市土城區中央路2段223之4號1至2樓,223之5號3至5樓",新北市,土城區,886-2-82612928,121.44084299999999,24.973489999999998,1.0,飯店/旅店,W
水映藍天民宿,位於新北市的民宿,新北市瑞芳區坑尾巷23號,新北市,瑞芳區,886-2-24967107,121.844196,25.110611,,民宿,E
名流別墅民宿,位於新北市的民宿,新北市金山區名流路16巷14號,新北市,金山區,886-938-585966,121.59873400000001,25.202679999999997,,民宿,N
